timestamp,id,device,s2dinv1.encltmp.mag.f,s3dinv1.encltmp.mag.f,s4dinv1.encltmp.mag.f,s5dinv1.encltmp.mag.f,tmpcntdinv1.encltmp.mag.f,tmppctdinv1.encltmp.mag.f,s4dinv1.heatsinktmp.mag.f,s2dinv1.heatsinktmp.mag.f,s3dinv1.heatsinktmp.mag.f,s5dinv1.heatsinktmp.mag.f,tmpcntdinv1.heatsinktmp.mag.f,tmppctdinv1.heatsinktmp.mag.f,s4mmdc1.amp.mag.f,s2mmdc1.amp.mag.f,s3mmdc1.amp.mag.f,s5mmdc1.amp.mag.f,tmpcntmmdc1.amp.mag.f,tmppctmmdc1.amp.mag.f,s4mmdc1.vol.mag.f,s2mmdc1.vol.mag.f,s3mmdc1.vol.mag.f,s5mmdc1.vol.mag.f,tmpcntmmdc1.vol.mag.f,tmppctmmdc1.vol.mag.f,s4mmdc1.watt.mag.f,s2mmdc1.watt.mag.f,s3mmdc1.watt.mag.f,s5mmdc1.watt.mag.f,tmpcntmmdc1.watt.mag.f,tmppctmmdc1.watt.mag.f,s4mmxu1.totw.mag.f,s2mmxu1.totw.mag.f,s3mmxu1.totw.mag.f,s5mmxu1.totw.mag.f,tmpcntmmxu1.totw.mag.f,tmppctmmxu1.totw.mag.f
2024-12-31 05:20:00,6106432,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.603659797,,,0.003185381,0,,0.0,,,0.0,0,,1.433340394,-1.099096894,2.08697319,0.700482171,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 08:06:40,6106852,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.764275927,,,0.004911311,0,,0.0,,,0.0,0,,1.821338726,1.692818403,2.08697319,0.290908678,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 07:36:40,6107275,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.885514695,,,0.004540075,0,,0.0,,,0.0,0,,519.0968948,462.0328979,570.9992065,34.01202356,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 07:46:40,6107276,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.901241977,,,0.004540075,0,,5.297091135,0.0,11.10000038,4.894967125,3,100.0,509.5474068,446.282196,626.0964355,66.95771566,12,100.0,0.274726126,0.0,0.995619297,0.410972456,10,100.0,0.220672049,0.0,0.800000012,0.330245668,10,100.0
2024-12-31 08:06:40,6107692,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.900828559,,,0.004209047,0,,19.41345304,14.90000057,23.60000038,3.205269903,7,100.0,534.656871,478.8114929,609.354248,36.35581994,15,100.0,9.697032448,5.251523495,13.63038158,3.007957032,10,100.0,8.140755818,4.300000191,11.60000038,2.629591018,10,100.0
2024-12-31 11:03:20,6107693,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.915409126,,,0.004209047,0,,24.09783521,22.39999962,26.0,0.990637754,7,100.0,606.2157639,548.494812,649.4569702,22.73474365,14,100.0,16.11780888,15.05672646,17.00050926,0.607455356,10,100.0,13.88015668,12.90000057,14.69999981,0.562992051,10,100.0
2024-12-31 10:13:20,6107694,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.929989693,,,0.004209047,0,,27.36872629,25.20000076,32.0,2.198941989,9,100.0,614.8007057,584.6241455,660.8671265,18.19866475,16,100.0,18.58329584,16.67902184,20.57659912,1.214969525,10,100.0,16.19751155,14.40000057,18.10000038,1.156438673,10,100.0
2024-12-31 11:03:20,6108113,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,3.002892529,,,0.004209047,0,,51.84547491,48.40000153,58.10000229,3.565994795,6,100.0,638.6072876,596.3762817,688.2883911,16.3629791,15,100.0,35.46660584,33.09112549,38.84885788,1.843104057,10,100.0,32.56432226,30.30000114,35.79999924,1.759869438,10,100.0
2024-12-31 13:50:00,6108953,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,3.16009426,,,0.002275348,0,,42.35734959,39.70000076,44.0,0.983639855,7,100.0,615.7635178,565.3117676,675.7178955,21.1520285,16,100.0,28.95719285,28.53797913,29.60093689,0.351482209,10,100.0,26.39426629,26.0,27.0,0.330760899,10,100.0
2024-12-31 13:20:00,6109376,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,3.073671,,,0.002731907,0,,50.0728416,47.29999924,60.90000153,4.406040417,7,100.0,633.8337891,611.4605103,659.1688843,12.12192593,16,100.0,34.59854211,31.71940994,40.92444992,2.591562489,10,100.0,31.74057853,29.0,37.79999924,2.47343702,10,100.0
2024-12-31 13:00:00,6109794,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.980491593,,,0.003889988,0,,99.3341336,69.0,143.6999969,23.58280897,9,100.0,638.1529846,593.9751587,673.3904419,22.09962016,15,100.0,67.01617742,46.48093414,97.3944397,14.97060596,10,100.0,63.35631352,43.20000076,93.0,14.65929899,10,100.0
2024-12-31 13:10:00,6109795,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.967016278,,,0.003889988,0,,143.4754998,102.7000046,165.1999969,14.48735008,10,100.0,627.7690598,584.6827393,658.4060059,15.12467344,14,100.0,92.66414772,69.01660156,102.8535309,8.612842019,10,100.0,88.43185763,65.59999847,98.30000305,8.324435667,10,100.0
2024-12-31 15:46:40,6110214,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.960473058,,,0.003002656,0,,48.47590877,46.79999924,53.29999924,3.484171312,7,100.0,607.7170197,578.1442261,654.0396118,15.26876513,14,100.0,32.1382381,28.85713005,35.61367416,2.307325942,10,100.0,29.40213527,26.30000114,32.70000076,2.184837984,10,100.0
2024-12-31 15:56:40,6110215,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.950071552,,,0.003002656,0,,38.59333821,36.5,40.60000229,2.203426466,5,100.0,617.9465179,561.4498901,678.8377075,22.94791838,15,100.0,26.21480403,25.12674522,28.11209679,1.025168695,10,100.0,23.70257664,22.60000038,25.60000038,1.035750723,10,100.0
2024-12-31 16:06:40,6110216,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.939670045,,,0.003002656,0,,31.31635929,27.89999962,34.40000153,2.385090535,5,100.0,625.0735321,592.4827271,675.2729492,16.16932791,15,100.0,22.3762676,20.36961365,24.73041534,1.503123511,10,100.0,19.86692651,17.89999962,22.20000076,1.480288824,10,100.0
2024-12-31 16:16:40,6110217,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.929268539,,,0.003002656,0,,24.30548087,22.80000114,26.30000114,1.387283304,5,100.0,614.2490433,579.2981567,647.065918,17.77655061,13,100.0,17.42485433,15.38318157,19.64434624,1.382783733,10,100.0,15.10596242,13.19999981,17.20000076,1.296343505,10,100.0
2024-12-31 16:26:40,6110632,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.950341827,,,0.002620745,0,,18.85125183,17.39999962,22.10000038,1.642550366,5,100.0,587.1186432,557.5598755,615.2277832,13.66982405,16,100.0,12.63471676,10.607234,15.05672646,1.413137444,10,100.0,10.71099298,8.900000572,12.90000057,1.267637825,10,100.0
2024-12-31 15:56:40,6110635,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.923106241,,,0.002620745,0,,1.281224996,0.0,4.400000095,2.101177815,2,100.0,495.0843513,439.6358032,543.2282715,29.87654966,11,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 16:36:40,6111053,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.887404366,,,0.002615006,0,,0.0,,,0.0,0,,23.80193677,9.510622025,44.36190414,10.63471227,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
