Time,sanitized_timestamp_for_iri,s4MMXU.TotW.mag.f
2024-07-01T00:30:00,20240701003000,0
2024-07-01T00:40:00,20240701004000,0
2024-07-01T00:50:00,20240701005000,0
2024-07-01T01:00:00,20240701010000,0
2024-07-01T01:10:00,20240701011000,886
2024-07-01T01:20:00,20240701012000,974
2024-07-01T01:30:00,20240701013000,1062
2024-07-01T01:40:00,20240701014000,1150
2024-07-01T01:50:00,20240701015000,1238
2024-07-01T02:00:00,20240701020000,1326
2024-07-01T02:10:00,20240701021000,84087
2024-07-01T02:20:00,20240701022000,89315
2024-07-01T02:30:00,20240701023000,94543
2024-07-01T02:40:00,20240701024000,99772
2024-07-01T02:50:00,20240701025000,105000
2024-07-01T03:00:00,20240701030000,110228
2024-07-01T03:10:00,20240701031000,439753
2024-07-01T03:20:00,20240701032000,459666
2024-07-01T03:30:00,20240701033000,479579
2024-07-01T03:40:00,20240701034000,499493
2024-07-01T03:50:00,20240701035000,519406
2024-07-01T04:00:00,20240701040000,539319
2024-07-01T04:10:00,20240701041000,427920
2024-07-01T04:20:00,20240701042000,443157
2024-07-01T04:30:00,20240701043000,458395
2024-07-01T04:40:00,20240701044000,473632
2024-07-01T04:50:00,20240701045000,488870
2024-07-01T05:00:00,20240701050000,504107
2024-07-01T05:10:00,20240701051000,519345
2024-07-01T05:20:00,20240701052000,534582
2024-07-01T05:30:00,20240701053000,549820
2024-07-01T05:40:00,20240701054000,565057
2024-07-01T05:50:00,20240701055000,580295
2024-07-01T06:00:00,20240701060000,595532
2024-07-01T06:10:00,20240701061000,610770
2024-07-01T06:20:00,20240701062000,626007
2024-07-01T06:30:00,20240701063000,641245
2024-07-01T06:40:00,20240701064000,656482
2024-07-01T06:50:00,20240701065000,671720
2024-07-01T07:00:00,20240701070000,686957
2024-07-01T07:10:00,20240701071000,702195
2024-07-01T07:20:00,20240701072000,717432
2024-07-01T07:30:00,20240701073000,735432
2024-07-01T07:40:00,20240701074000,765494
2024-07-01T07:50:00,20240701075000,796965
2024-07-01T08:00:00,20240701080000,828437
2024-07-01T08:10:00,20240701081000,766027
2024-07-01T08:20:00,20240701082000,774507
2024-07-01T08:30:00,20240701083000,782988
2024-07-01T08:40:00,20240701084000,791468
2024-07-01T08:50:00,20240701085000,799948
2024-07-01T09:00:00,20240701090000,808428
2024-07-01T09:10:00,20240701091000,1162709
2024-07-01T09:20:00,20240701092000,1205484
2024-07-01T09:30:00,20240701093000,1248258
2024-07-01T09:40:00,20240701094000,1291033
2024-07-01T09:50:00,20240701095000,1333807
2024-07-01T10:00:00,20240701100000,1376582
2024-07-01T10:10:00,20240701101000,1231330
2024-07-01T10:20:00,20240701102000,1262414
2024-07-01T10:30:00,20240701103000,1293498
2024-07-01T10:40:00,20240701104000,1324582
2024-07-01T10:50:00,20240701105000,1355665
2024-07-01T11:00:00,20240701110000,1386749
2024-07-01T11:10:00,20240701111000,1212466
2024-07-01T11:20:00,20240701112000,1234251
2024-07-01T11:30:00,20240701113000,1256035
2024-07-01T11:40:00,20240701114000,1277819
2024-07-01T11:50:00,20240701115000,1299603
2024-07-01T12:00:00,20240701120000,1321387
2024-07-01T12:10:00,20240701121000,1223747
2024-07-01T12:20:00,20240701122000,1241279
2024-07-01T12:30:00,20240701123000,1258810
2024-07-01T12:40:00,20240701124000,1276342
2024-07-01T12:50:00,20240701125000,1293874
2024-07-01T13:00:00,20240701130000,1311405
2024-07-01T13:10:00,20240701131000,1328937
2024-07-01T13:20:00,20240701132000,1346469
2024-07-01T13:30:00,20240701133000,1364000
2024-07-01T13:40:00,20240701134000,1381532
2024-07-01T13:50:00,20240701135000,1399063
2024-07-01T14:00:00,20240701140000,1416595
2024-07-01T14:10:00,20240701141000,1434127
2024-07-01T14:20:00,20240701142000,1451658
2024-07-01T14:30:00,20240701143000,1469190
2024-07-01T14:40:00,20240701144000,1486722
2024-07-01T14:50:00,20240701145000,1504253
2024-07-01T15:00:00,20240701150000,1521785
2024-07-01T15:10:00,20240701151000,1539317
2024-07-01T15:20:00,20240701152000,1555108
2024-07-01T15:30:00,20240701153000,1503609
2024-07-01T15:40:00,20240701154000,1417574
2024-07-01T15:50:00,20240701155000,1331539
2024-07-01T16:00:00,20240701160000,1245503
2024-07-01T16:10:00,20240701161000,1159468
2024-07-01T16:20:00,20240701162000,1073433
2024-07-01T16:30:00,20240701163000,987397
2024-07-01T16:40:00,20240701164000,901362
2024-07-01T16:50:00,20240701165000,815327
2024-07-01T17:00:00,20240701170000,729292
2024-07-01T17:10:00,20240701171000,643256
2024-07-01T17:20:00,20240701172000,557221
2024-07-01T17:30:00,20240701173000,471186
2024-07-01T17:40:00,20240701174000,385150
2024-07-01T17:50:00,20240701175000,299115
2024-07-01T18:00:00,20240701180000,213080
2024-07-01T18:10:00,20240701181000,128052
2024-07-01T18:20:00,20240701182000,82347
2024-07-01T18:30:00,20240701183000,71411
2024-07-01T18:40:00,20240701184000,68061
2024-07-01T18:50:00,20240701185000,64711
2024-07-01T19:00:00,20240701190000,61361
2024-07-01T19:10:00,20240701191000,61373
2024-07-01T19:20:00,20240701192000,58741
2024-07-01T19:30:00,20240701193000,56109
2024-07-01T19:40:00,20240701194000,53476
2024-07-01T19:50:00,20240701195000,50844
2024-07-01T20:00:00,20240701200000,48212
2024-07-01T20:10:00,20240701201000,50542
2024-07-01T20:20:00,20240701202000,48375
2024-07-01T20:30:00,20240701203000,46207
2024-07-01T20:40:00,20240701204000,44039
2024-07-01T20:50:00,20240701205000,41872
2024-07-01T21:00:00,20240701210000,39704
2024-07-01T21:10:00,20240701211000,39546
2024-07-01T21:20:00,20240701212000,37498
2024-07-01T21:30:00,20240701213000,35451
2024-07-01T21:40:00,20240701214000,33404
2024-07-01T21:50:00,20240701215000,31357
2024-07-01T22:00:00,20240701220000,29309
2024-07-01T22:10:00,20240701221000,27262
2024-07-01T22:20:00,20240701222000,25215
2024-07-01T22:30:00,20240701223000,23168
2024-07-01T22:40:00,20240701224000,21121
2024-07-01T22:50:00,20240701225000,19073
2024-07-01T23:00:00,20240701230000,17026
2024-07-01T23:10:00,20240701231000,14979
2024-07-01T23:20:00,20240701232000,12932
2024-07-01T23:30:00,20240701233000,10884
2024-07-01T23:40:00,20240701234000,8837
2024-07-01T23:50:00,20240701235000,6790
2024-07-02T00:00:00,20240702000000,4743
